Iteration	Posterior	Likelihood	Prior	a
13330	-1.737911	0	-1.737911	1.737911
13340	-2.626007	0	-2.626007	2.626007
13350	-2.102021	0	-2.102021	2.102021
13360	-0.5295283	0	-0.5295283	0.5295283
13370	-0.3333608	0	-0.3333608	0.3333608
13380	-0.3083838	0	-0.3083838	0.3083838
13390	-0.3948829	0	-0.3948829	0.3948829
13400	-0.5991038	0	-0.5991038	0.5991038
13410	-3.575871	0	-3.575871	3.575871
13420	-3.713883	0	-3.713883	3.713883
13430	-1.653632	0	-1.653632	1.653632
13440	-1.125974	0	-1.125974	1.125974
13450	-0.3176806	0	-0.3176806	0.3176806
13460	-0.5944998	0	-0.5944998	0.5944998
13470	-1.008441	0	-1.008441	1.008441
13480	-1.130993	0	-1.130993	1.130993
13490	-1.173619	0	-1.173619	1.173619
13500	-2.071363	0	-2.071363	2.071363
13510	-1.329704	0	-1.329704	1.329704
13520	-0.5660155	0	-0.5660155	0.5660155
13530	-0.2970422	0	-0.2970422	0.2970422
13540	-0.7133837	0	-0.7133837	0.7133837
13550	-3.234915	0	-3.234915	3.234915
13560	-1.513546	0	-1.513546	1.513546
13570	-0.2609739	0	-0.2609739	0.2609739
13580	-0.6055209	0	-0.6055209	0.6055209
13590	-0.7534316	0	-0.7534316	0.7534316
13600	-0.619711	0	-0.619711	0.619711
13610	-0.7126255	0	-0.7126255	0.7126255
13620	-2.394693	0	-2.394693	2.394693
13630	-1.07356	0	-1.07356	1.07356
13640	-0.361167	0	-0.361167	0.361167
13650	-0.2303471	0	-0.2303471	0.2303471
13660	-0.4166257	0	-0.4166257	0.4166257
13670	-0.293011	0	-0.293011	0.293011
13680	-0.2561826	0	-0.2561826	0.2561826
13690	-1.270231	0	-1.270231	1.270231
13700	-0.4406052	0	-0.4406052	0.4406052
13710	-0.8276615	0	-0.8276615	0.8276615
13720	-0.6717402	0	-0.6717402	0.6717402
13730	-0.1703222	0	-0.1703222	0.1703222
13740	-0.1969662	0	-0.1969662	0.1969662
13750	-0.4109254	0	-0.4109254	0.4109254
13760	-0.04219678	0	-0.04219678	0.04219678
13770	-0.04966377	0	-0.04966377	0.04966377
13780	-0.6634801	0	-0.6634801	0.6634801
13790	-0.4421526	0	-0.4421526	0.4421526
13800	-0.09358773	0	-0.09358773	0.09358773
13810	-0.2024876	0	-0.2024876	0.2024876
13820	-0.122094	0	-0.122094	0.122094
13830	-0.09490332	0	-0.09490332	0.09490332
13840	-0.06093187	0	-0.06093187	0.06093187
13850	-0.08208349	0	-0.08208349	0.08208349
13860	-0.2988943	0	-0.2988943	0.2988943
13870	-0.5063571	0	-0.5063571	0.5063571
13880	-0.5155339	0	-0.5155339	0.5155339
13890	-0.2931489	0	-0.2931489	0.2931489
13900	-0.5765784	0	-0.5765784	0.5765784
13910	-0.3213195	0	-0.3213195	0.3213195
13920	-0.6460805	0	-0.6460805	0.6460805
13930	-1.291847	0	-1.291847	1.291847
13940	-1.762686	0	-1.762686	1.762686
13950	-0.8427264	0	-0.8427264	0.8427264
13960	-0.7456041	0	-0.7456041	0.7456041
13970	-0.1808971	0	-0.1808971	0.1808971
13980	-0.3933677	0	-0.3933677	0.3933677
13990	-0.1496304	0	-0.1496304	0.1496304
14000	-0.1899293	0	-0.1899293	0.1899293
14010	-0.05525268	0	-0.05525268	0.05525268
14020	-0.09261277	0	-0.09261277	0.09261277
14030	-1.381248	0	-1.381248	1.381248
14040	-0.1073968	0	-0.1073968	0.1073968
14050	-0.08608654	0	-0.08608654	0.08608654
14060	-0.04259488	0	-0.04259488	0.04259488
14070	-0.01346494	0	-0.01346494	0.01346494
14080	-0.05994734	0	-0.05994734	0.05994734
14090	-0.2221745	0	-0.2221745	0.2221745
14100	-0.3257206	0	-0.3257206	0.3257206
14110	-0.8955654	0	-0.8955654	0.8955654
14120	-0.4306639	0	-0.4306639	0.4306639
14130	-0.2970263	0	-0.2970263	0.2970263
14140	-2.840639	0	-2.840639	2.840639
14150	-1.243224	0	-1.243224	1.243224
14160	-1.710557	0	-1.710557	1.710557
14170	-4.181312	0	-4.181312	4.181312
14180	-2.738721	0	-2.738721	2.738721
14190	-2.170173	0	-2.170173	2.170173
14200	-0.7778976	0	-0.7778976	0.7778976
14210	-1.807876	0	-1.807876	1.807876
14220	-0.1973169	0	-0.1973169	0.1973169
14230	-0.3881708	0	-0.3881708	0.3881708
14240	-0.6906493	0	-0.6906493	0.6906493
14250	-0.5356508	0	-0.5356508	0.5356508
14260	-2.629328	0	-2.629328	2.629328
14270	-0.5997243	0	-0.5997243	0.5997243
14280	-0.6917567	0	-0.6917567	0.6917567
14290	-0.210406	0	-0.210406	0.210406
14300	-0.8051851	0	-0.8051851	0.8051851
14310	-2.723001	0	-2.723001	2.723001
14320	-1.107586	0	-1.107586	1.107586
14330	-1.039736	0	-1.039736	1.039736
14340	-1.387178	0	-1.387178	1.387178
14350	-0.9063752	0	-0.9063752	0.9063752
14360	-2.125735	0	-2.125735	2.125735
14370	-0.6040748	0	-0.6040748	0.6040748
14380	-0.2448743	0	-0.2448743	0.2448743
14390	-0.4289001	0	-0.4289001	0.4289001
14400	-0.7302235	0	-0.7302235	0.7302235
14410	-0.5610644	0	-0.5610644	0.5610644
14420	-0.5424723	0	-0.5424723	0.5424723
14430	-1.431238	0	-1.431238	1.431238
14440	-0.602393	0	-0.602393	0.602393
14450	-1.120727	0	-1.120727	1.120727
14460	-0.633226	0	-0.633226	0.633226
14470	-1.075217	0	-1.075217	1.075217
14480	-1.316092	0	-1.316092	1.316092
14490	-3.054265	0	-3.054265	3.054265
14500	-5.019097	0	-5.019097	5.019097
14510	-2.59897	0	-2.59897	2.59897
14520	-1.678033	0	-1.678033	1.678033
14530	-2.397424	0	-2.397424	2.397424
14540	-3.313609	0	-3.313609	3.313609
14550	-3.299127	0	-3.299127	3.299127
14560	-2.119763	0	-2.119763	2.119763
14570	-0.8352373	0	-0.8352373	0.8352373
14580	-4.17611	0	-4.17611	4.17611
14590	-0.8813033	0	-0.8813033	0.8813033
14600	-3.134998	0	-3.134998	3.134998
14610	-2.427718	0	-2.427718	2.427718
14620	-1.137203	0	-1.137203	1.137203
14630	-1.841839	0	-1.841839	1.841839
14640	-1.441219	0	-1.441219	1.441219
14650	-1.543453	0	-1.543453	1.543453
14660	-1.635687	0	-1.635687	1.635687
14670	-1.526651	0	-1.526651	1.526651
14680	-1.183789	0	-1.183789	1.183789
14690	-0.5720577	0	-0.5720577	0.5720577
14700	-1.1032	0	-1.1032	1.1032
14710	-0.7472314	0	-0.7472314	0.7472314
14720	-4.123635	0	-4.123635	4.123635
14730	-1.588528	0	-1.588528	1.588528
14740	-0.6471019	0	-0.6471019	0.6471019
14750	-1.014055	0	-1.014055	1.014055
14760	-0.6847456	0	-0.6847456	0.6847456
14770	-0.4285746	0	-0.4285746	0.4285746
14780	-1.105716	0	-1.105716	1.105716
14790	-1.082118	0	-1.082118	1.082118
14800	-2.117102	0	-2.117102	2.117102
14810	-2.220986	0	-2.220986	2.220986
14820	-2.868321	0	-2.868321	2.868321
14830	-0.6097383	0	-0.6097383	0.6097383
14840	-0.4050022	0	-0.4050022	0.4050022
14850	-0.1655962	0	-0.1655962	0.1655962
14860	-0.3327557	0	-0.3327557	0.3327557
14870	-0.762694	0	-0.762694	0.762694
14880	-1.103498	0	-1.103498	1.103498
14890	-0.3145373	0	-0.3145373	0.3145373
14900	-0.4272799	0	-0.4272799	0.4272799
14910	-1.234609	0	-1.234609	1.234609
14920	-0.4433701	0	-0.4433701	0.4433701
14930	-0.921986	0	-0.921986	0.921986
14940	-2.188033	0	-2.188033	2.188033
14950	-1.6811	0	-1.6811	1.6811
14960	-0.6122889	0	-0.6122889	0.6122889
14970	-0.1266628	0	-0.1266628	0.1266628
14980	-0.4079967	0	-0.4079967	0.4079967
14990	-1.072809	0	-1.072809	1.072809
15000	-0.2788423	0	-0.2788423	0.2788423
15010	-0.4629342	0	-0.4629342	0.4629342
15020	-1.007701	0	-1.007701	1.007701
15030	-0.4564857	0	-0.4564857	0.4564857
15040	-0.5015226	0	-0.5015226	0.5015226
15050	-0.8026033	0	-0.8026033	0.8026033
15060	-2.180798	0	-2.180798	2.180798
15070	-1.406535	0	-1.406535	1.406535
15080	-1.196143	0	-1.196143	1.196143
15090	-2.940039	0	-2.940039	2.940039
15100	-0.7599479	0	-0.7599479	0.7599479
15110	-0.3097694	0	-0.3097694	0.3097694
15120	-1.258552	0	-1.258552	1.258552
15130	-1.985589	0	-1.985589	1.985589
15140	-0.3912131	0	-0.3912131	0.3912131
15150	-0.4861412	0	-0.4861412	0.4861412
15160	-0.2014261	0	-0.2014261	0.2014261
15170	-0.189095	0	-0.189095	0.189095
15180	-0.3121386	0	-0.3121386	0.3121386
15190	-1.162995	0	-1.162995	1.162995
15200	-1.009053	0	-1.009053	1.009053
15210	-0.8120935	0	-0.8120935	0.8120935
15220	-0.7143991	0	-0.7143991	0.7143991
15230	-0.1989641	0	-0.1989641	0.1989641
15240	-0.06556511	0	-0.06556511	0.06556511
15250	-0.08808444	0	-0.08808444	0.08808444
15260	-0.2818961	0	-0.2818961	0.2818961
15270	-0.6420906	0	-0.6420906	0.6420906
15280	-0.2645774	0	-0.2645774	0.2645774
15290	-1.160017	0	-1.160017	1.160017
15300	-0.8746148	0	-0.8746148	0.8746148
15310	-0.7792173	0	-0.7792173	0.7792173
15320	-0.8950335	0	-0.8950335	0.8950335
15330	-1.437484	0	-1.437484	1.437484
15340	-0.4716624	0	-0.4716624	0.4716624
15350	-0.4980555	0	-0.4980555	0.4980555
15360	-1.490146	0	-1.490146	1.490146
15370	-0.8576008	0	-0.8576008	0.8576008
15380	-0.7573396	0	-0.7573396	0.7573396
15390	-1.249049	0	-1.249049	1.249049
15400	-0.4263587	0	-0.4263587	0.4263587
15410	-1.146549	0	-1.146549	1.146549
15420	-2.631897	0	-2.631897	2.631897
15430	-2.301881	0	-2.301881	2.301881
15440	-0.3656781	0	-0.3656781	0.3656781
15450	-0.986549	0	-0.986549	0.986549
15460	-1.24166	0	-1.24166	1.24166
15470	-1.391717	0	-1.391717	1.391717
15480	-3.169746	0	-3.169746	3.169746
15490	-4.356682	0	-4.356682	4.356682
15500	-4.030727	0	-4.030727	4.030727
15510	-3.632113	0	-3.632113	3.632113
15520	-2.987522	0	-2.987522	2.987522
15530	-2.082	0	-2.082	2.082
15540	-1.204855	0	-1.204855	1.204855
15550	-0.3593407	0	-0.3593407	0.3593407
15560	-0.8163325	0	-0.8163325	0.8163325
15570	-0.6308013	0	-0.6308013	0.6308013
15580	-0.5249696	0	-0.5249696	0.5249696
15590	-0.4354455	0	-0.4354455	0.4354455
15600	-0.510761	0	-0.510761	0.510761
15610	-3.466081	0	-3.466081	3.466081
15620	-2.704876	0	-2.704876	2.704876
15630	-0.8592655	0	-0.8592655	0.8592655
15640	-0.3098252	0	-0.3098252	0.3098252
15650	-0.5124376	0	-0.5124376	0.5124376
15660	-1.044962	0	-1.044962	1.044962
15670	-0.6858354	0	-0.6858354	0.6858354
15680	-1.046757	0	-1.046757	1.046757
15690	-1.445493	0	-1.445493	1.445493
15700	-1.18422	0	-1.18422	1.18422
15710	-0.4866339	0	-0.4866339	0.4866339
15720	-0.5722954	0	-0.5722954	0.5722954
15730	-1.345478	0	-1.345478	1.345478
15740	-1.206759	0	-1.206759	1.206759
15750	-2.137028	0	-2.137028	2.137028
15760	-0.6980947	0	-0.6980947	0.6980947
15770	-0.3825364	0	-0.3825364	0.3825364
15780	-0.7273692	0	-0.7273692	0.7273692
15790	-1.879282	0	-1.879282	1.879282
15800	-1.30973	0	-1.30973	1.30973
15810	-1.720873	0	-1.720873	1.720873
15820	-1.602683	0	-1.602683	1.602683
15830	-0.4647015	0	-0.4647015	0.4647015
15840	-0.9077948	0	-0.9077948	0.9077948
15850	-1.02676	0	-1.02676	1.02676
15860	-0.5455719	0	-0.5455719	0.5455719
15870	-0.487621	0	-0.487621	0.487621
15880	-0.3713444	0	-0.3713444	0.3713444
15890	-0.03359137	0	-0.03359137	0.03359137
15900	-0.05265406	0	-0.05265406	0.05265406
15910	-0.07500173	0	-0.07500173	0.07500173
15920	-0.07489358	0	-0.07489358	0.07489358
15930	-0.04911569	0	-0.04911569	0.04911569
15940	-0.04153149	0	-0.04153149	0.04153149
15950	-0.07678886	0	-0.07678886	0.07678886
15960	-0.1932921	0	-0.1932921	0.1932921
15970	-1.164436	0	-1.164436	1.164436
15980	-2.632783	0	-2.632783	2.632783
15990	-3.595711	0	-3.595711	3.595711
16000	-1.138495	0	-1.138495	1.138495
16010	-0.5326975	0	-0.5326975	0.5326975
16020	-0.4055616	0	-0.4055616	0.4055616
16030	-0.1749886	0	-0.1749886	0.1749886
16040	-0.07842759	0	-0.07842759	0.07842759
16050	-0.08354111	0	-0.08354111	0.08354111
16060	-0.1191952	0	-0.1191952	0.1191952
16070	-0.03741861	0	-0.03741861	0.03741861
16080	-0.03764861	0	-0.03764861	0.03764861
16090	-0.03805136	0	-0.03805136	0.03805136
16100	-0.02436972	0	-0.02436972	0.02436972
16110	-0.1697812	0	-0.1697812	0.1697812
16120	-0.1233363	0	-0.1233363	0.1233363
16130	-0.1334997	0	-0.1334997	0.1334997
16140	-0.9897875	0	-0.9897875	0.9897875
16150	-4.46602	0	-4.46602	4.46602
16160	-0.9137037	0	-0.9137037	0.9137037
16170	-2.57973	0	-2.57973	2.57973
16180	-0.6931156	0	-0.6931156	0.6931156
16190	-1.499382	0	-1.499382	1.499382
16200	-2.982214	0	-2.982214	2.982214
16210	-4.524157	0	-4.524157	4.524157
16220	-2.540792	0	-2.540792	2.540792
16230	-1.971345	0	-1.971345	1.971345
16240	-2.951472	0	-2.951472	2.951472
16250	-2.417401	0	-2.417401	2.417401
16260	-4.459382	0	-4.459382	4.459382
16270	-2.936012	0	-2.936012	2.936012
16280	-6.184253	0	-6.184253	6.184253
16290	-2.796099	0	-2.796099	2.796099
16300	-1.357408	0	-1.357408	1.357408
16310	-1.371031	0	-1.371031	1.371031
16320	-0.8932093	0	-0.8932093	0.8932093
16330	-2.06667	0	-2.06667	2.06667
16340	-2.213812	0	-2.213812	2.213812
16350	-1.982261	0	-1.982261	1.982261
16360	-1.382028	0	-1.382028	1.382028
16370	-1.579676	0	-1.579676	1.579676
16380	-0.7721084	0	-0.7721084	0.7721084
16390	-0.3105425	0	-0.3105425	0.3105425
16400	-1.424696	0	-1.424696	1.424696
16410	-0.2095158	0	-0.2095158	0.2095158
16420	-0.08398347	0	-0.08398347	0.08398347
16430	-0.2513929	0	-0.2513929	0.2513929
16440	-1.032974	0	-1.032974	1.032974
16450	-2.495181	0	-2.495181	2.495181
16460	-1.246841	0	-1.246841	1.246841
16470	-1.409591	0	-1.409591	1.409591
16480	-1.805642	0	-1.805642	1.805642
16490	-2.713729	0	-2.713729	2.713729
16500	-2.235825	0	-2.235825	2.235825
16510	-2.376433	0	-2.376433	2.376433
16520	-0.6316281	0	-0.6316281	0.6316281
16530	-1.93564	0	-1.93564	1.93564
16540	-0.633588	0	-0.633588	0.633588
16550	-0.5653826	0	-0.5653826	0.5653826
16560	-0.210742	0	-0.210742	0.210742
16570	-0.40189	0	-0.40189	0.40189
16580	-0.2935796	0	-0.2935796	0.2935796
16590	-0.4246362	0	-0.4246362	0.4246362
16600	-2.654114	0	-2.654114	2.654114
16610	-4.815429	0	-4.815429	4.815429
16620	-0.8554497	0	-0.8554497	0.8554497
16630	-0.3762802	0	-0.3762802	0.3762802
16640	-0.3476719	0	-0.3476719	0.3476719
16650	-0.4800208	0	-0.4800208	0.4800208
16660	-0.3875833	0	-0.3875833	0.3875833
16670	-1.769527	0	-1.769527	1.769527
16680	-0.6840855	0	-0.6840855	0.6840855
16690	-0.2912613	0	-0.2912613	0.2912613
16700	-0.2709546	0	-0.2709546	0.2709546
16710	-0.5975395	0	-0.5975395	0.5975395
16720	-0.6056923	0	-0.6056923	0.6056923
16730	-1.706036	0	-1.706036	1.706036
16740	-1.055912	0	-1.055912	1.055912
16750	-2.965462	0	-2.965462	2.965462
16760	-1.962677	0	-1.962677	1.962677
16770	-1.109987	0	-1.109987	1.109987
16780	-0.3456889	0	-0.3456889	0.3456889
16790	-0.7737276	0	-0.7737276	0.7737276
16800	-0.4914571	0	-0.4914571	0.4914571
16810	-0.2503842	0	-0.2503842	0.2503842
16820	-0.245956	0	-0.245956	0.245956
16830	-0.3098004	0	-0.3098004	0.3098004
16840	-1.372438	0	-1.372438	1.372438
16850	-1.106564	0	-1.106564	1.106564
16860	-0.474961	0	-0.474961	0.474961
16870	-0.5498756	0	-0.5498756	0.5498756
16880	-0.660411	0	-0.660411	0.660411
16890	-0.3830472	0	-0.3830472	0.3830472
16900	-0.4380347	0	-0.4380347	0.4380347
16910	-0.1761873	0	-0.1761873	0.1761873
16920	-0.259424	0	-0.259424	0.259424
16930	-0.4282229	0	-0.4282229	0.4282229
16940	-0.3675552	0	-0.3675552	0.3675552
16950	-0.6948509	0	-0.6948509	0.6948509
16960	-0.27404	0	-0.27404	0.27404
16970	-0.7485005	0	-0.7485005	0.7485005
16980	-2.586498	0	-2.586498	2.586498
16990	-2.94692	0	-2.94692	2.94692
17000	-1.702403	0	-1.702403	1.702403
17010	-0.7891514	0	-0.7891514	0.7891514
17020	-0.8326733	0	-0.8326733	0.8326733
17030	-1.340874	0	-1.340874	1.340874
17040	-1.031636	0	-1.031636	1.031636
17050	-0.5457593	0	-0.5457593	0.5457593
17060	-0.765046	0	-0.765046	0.765046
17070	-0.5118942	0	-0.5118942	0.5118942
17080	-1.621204	0	-1.621204	1.621204
17090	-3.821542	0	-3.821542	3.821542
17100	-1.02693	0	-1.02693	1.02693
17110	-1.217233	0	-1.217233	1.217233
17120	-1.037287	0	-1.037287	1.037287
17130	-4.37479	0	-4.37479	4.37479
17140	-2.092836	0	-2.092836	2.092836
17150	-1.381483	0	-1.381483	1.381483
17160	-0.7163942	0	-0.7163942	0.7163942
17170	-0.7166355	0	-0.7166355	0.7166355
17180	-0.9220319	0	-0.9220319	0.9220319
17190	-1.318867	0	-1.318867	1.318867
17200	-1.237978	0	-1.237978	1.237978
17210	-0.4839087	0	-0.4839087	0.4839087
17220	-1.485717	0	-1.485717	1.485717
17230	-1.957469	0	-1.957469	1.957469
17240	-1.90878	0	-1.90878	1.90878
17250	-0.7634984	0	-0.7634984	0.7634984
17260	-1.24248	0	-1.24248	1.24248
17270	-0.4555393	0	-0.4555393	0.4555393
17280	-1.085089	0	-1.085089	1.085089
17290	-1.62755	0	-1.62755	1.62755
17300	-0.7931533	0	-0.7931533	0.7931533
17310	-0.4675979	0	-0.4675979	0.4675979
17320	-2.741584	0	-2.741584	2.741584
17330	-1.057244	0	-1.057244	1.057244
17340	-0.8420144	0	-0.8420144	0.8420144
17350	-0.5926975	0	-0.5926975	0.5926975
17360	-1.17114	0	-1.17114	1.17114
17370	-1.863232	0	-1.863232	1.863232
17380	-2.392663	0	-2.392663	2.392663
17390	-4.380295	0	-4.380295	4.380295
17400	-2.899965	0	-2.899965	2.899965
17410	-3.138425	0	-3.138425	3.138425
17420	-2.071358	0	-2.071358	2.071358
17430	-2.732475	0	-2.732475	2.732475
17440	-1.963655	0	-1.963655	1.963655
17450	-1.936554	0	-1.936554	1.936554
17460	-2.88406	0	-2.88406	2.88406
17470	-0.8310153	0	-0.8310153	0.8310153
17480	-0.7498276	0	-0.7498276	0.7498276
17490	-0.8058573	0	-0.8058573	0.8058573
17500	-0.4886545	0	-0.4886545	0.4886545
17510	-1.379452	0	-1.379452	1.379452
17520	-0.5817143	0	-0.5817143	0.5817143
17530	-0.7442345	0	-0.7442345	0.7442345
17540	-0.929933	0	-0.929933	0.929933
17550	-1.195219	0	-1.195219	1.195219
17560	-1.206345	0	-1.206345	1.206345
17570	-0.743175	0	-0.743175	0.743175
17580	-1.28504	0	-1.28504	1.28504
17590	-2.79574	0	-2.79574	2.79574
17600	-0.9516428	0	-0.9516428	0.9516428
17610	-0.4039591	0	-0.4039591	0.4039591
17620	-1.162354	0	-1.162354	1.162354
17630	-2.092802	0	-2.092802	2.092802
17640	-1.497927	0	-1.497927	1.497927
17650	-1.652873	0	-1.652873	1.652873
17660	-0.4767942	0	-0.4767942	0.4767942
17670	-0.6469822	0	-0.6469822	0.6469822
17680	-1.310251	0	-1.310251	1.310251
17690	-1.220966	0	-1.220966	1.220966
17700	-1.316834	0	-1.316834	1.316834
17710	-1.79225	0	-1.79225	1.79225
17720	-3.227538	0	-3.227538	3.227538
17730	-2.992009	0	-2.992009	2.992009
17740	-1.095872	0	-1.095872	1.095872
17750	-0.9664015	0	-0.9664015	0.9664015
17760	-0.8133819	0	-0.8133819	0.8133819
17770	-0.2550969	0	-0.2550969	0.2550969
17780	-0.1892516	0	-0.1892516	0.1892516
17790	-0.1704754	0	-0.1704754	0.1704754
17800	-0.5744038	0	-0.5744038	0.5744038
17810	-0.7174869	0	-0.7174869	0.7174869
17820	-0.3689158	0	-0.3689158	0.3689158
17830	-1.919637	0	-1.919637	1.919637
17840	-1.961645	0	-1.961645	1.961645
17850	-3.781832	0	-3.781832	3.781832
17860	-4.221237	0	-4.221237	4.221237
17870	-1.950176	0	-1.950176	1.950176
17880	-3.629361	0	-3.629361	3.629361
17890	-3.534778	0	-3.534778	3.534778
17900	-2.339947	0	-2.339947	2.339947
17910	-0.7368175	0	-0.7368175	0.7368175
17920	-1.038883	0	-1.038883	1.038883
17930	-0.2895206	0	-0.2895206	0.2895206
17940	-1.194598	0	-1.194598	1.194598
17950	-1.265337	0	-1.265337	1.265337
17960	-1.638393	0	-1.638393	1.638393
17970	-2.052335	0	-2.052335	2.052335
17980	-0.5800624	0	-0.5800624	0.5800624
17990	-1.078283	0	-1.078283	1.078283
18000	-0.8975091	0	-0.8975091	0.8975091
18010	-0.5204884	0	-0.5204884	0.5204884
18020	-0.8282091	0	-0.8282091	0.8282091
18030	-0.4093698	0	-0.4093698	0.4093698
18040	-0.2992611	0	-0.2992611	0.2992611
18050	-0.2663285	0	-0.2663285	0.2663285
18060	-0.3415226	0	-0.3415226	0.3415226
18070	-0.09003414	0	-0.09003414	0.09003414
18080	-0.05646721	0	-0.05646721	0.05646721
18090	-0.09620115	0	-0.09620115	0.09620115
18100	-0.05322399	0	-0.05322399	0.05322399
18110	-0.2661413	0	-0.2661413	0.2661413
18120	-0.0621137	0	-0.0621137	0.0621137
18130	-0.2178614	0	-0.2178614	0.2178614
18140	-0.6189233	0	-0.6189233	0.6189233
18150	-1.182054	0	-1.182054	1.182054
18160	-2.950418	0	-2.950418	2.950418
18170	-1.976788	0	-1.976788	1.976788
18180	-2.29215	0	-2.29215	2.29215
18190	-2.298781	0	-2.298781	2.298781
18200	-2.903201	0	-2.903201	2.903201
18210	-2.455389	0	-2.455389	2.455389
18220	-4.07626	0	-4.07626	4.07626
18230	-2.432516	0	-2.432516	2.432516
18240	-0.8259019	0	-0.8259019	0.8259019
18250	-0.297434	0	-0.297434	0.297434
18260	-0.5729206	0	-0.5729206	0.5729206
18270	-1.032557	0	-1.032557	1.032557
18280	-1.685875	0	-1.685875	1.685875
18290	-0.4369972	0	-0.4369972	0.4369972
18300	-0.3131756	0	-0.3131756	0.3131756
18310	-0.341008	0	-0.341008	0.341008
18320	-0.343147	0	-0.343147	0.343147
18330	-0.1873203	0	-0.1873203	0.1873203
18340	-0.5066986	0	-0.5066986	0.5066986
18350	-0.6044412	0	-0.6044412	0.6044412
18360	-1.114396	0	-1.114396	1.114396
18370	-2.899262	0	-2.899262	2.899262
18380	-0.8158924	0	-0.8158924	0.8158924
18390	-3.015063	0	-3.015063	3.015063
18400	-0.7135729	0	-0.7135729	0.7135729
18410	-0.5124195	0	-0.5124195	0.5124195
18420	-0.3645612	0	-0.3645612	0.3645612
18430	-0.2383255	0	-0.2383255	0.2383255
18440	-0.3627946	0	-0.3627946	0.3627946
18450	-0.6121998	0	-0.6121998	0.6121998
18460	-0.6618492	0	-0.6618492	0.6618492
18470	-0.2394674	0	-0.2394674	0.2394674
18480	-0.5264525	0	-0.5264525	0.5264525
18490	-0.279079	0	-0.279079	0.279079
18500	-2.257762	0	-2.257762	2.257762
18510	-1.436623	0	-1.436623	1.436623
18520	-0.3100825	0	-0.3100825	0.3100825
18530	-0.4766681	0	-0.4766681	0.4766681
18540	-0.8676961	0	-0.8676961	0.8676961
18550	-2.621052	0	-2.621052	2.621052
18560	-2.412657	0	-2.412657	2.412657
18570	-0.1900472	0	-0.1900472	0.1900472
18580	-0.03992612	0	-0.03992612	0.03992612
18590	-0.1201116	0	-0.1201116	0.1201116
18600	-0.03951709	0	-0.03951709	0.03951709
18610	-0.1630552	0	-0.1630552	0.1630552
18620	-0.4560419	0	-0.4560419	0.4560419
18630	-0.3037088	0	-0.3037088	0.3037088
18640	-0.2786022	0	-0.2786022	0.2786022
18650	-0.2621197	0	-0.2621197	0.2621197
18660	-0.1452316	0	-0.1452316	0.1452316
18670	-0.3369614	0	-0.3369614	0.3369614
18680	-0.5373327	0	-0.5373327	0.5373327
18690	-0.221892	0	-0.221892	0.221892
18700	-0.2786552	0	-0.2786552	0.2786552
18710	-1.047512	0	-1.047512	1.047512
18720	-0.4155335	0	-0.4155335	0.4155335
18730	-0.6845563	0	-0.6845563	0.6845563
18740	-3.563016	0	-3.563016	3.563016
18750	-2.005376	0	-2.005376	2.005376
18760	-1.179103	0	-1.179103	1.179103
18770	-1.419197	0	-1.419197	1.419197
18780	-0.5354505	0	-0.5354505	0.5354505
18790	-2.922361	0	-2.922361	2.922361
18800	-3.123737	0	-3.123737	3.123737
18810	-1.91185	0	-1.91185	1.91185
18820	-0.612162	0	-0.612162	0.612162
18830	-0.5922441	0	-0.5922441	0.5922441
18840	-0.1968805	0	-0.1968805	0.1968805
18850	-0.7842551	0	-0.7842551	0.7842551
18860	-1.037509	0	-1.037509	1.037509
18870	-4.633213	0	-4.633213	4.633213
18880	-3.658264	0	-3.658264	3.658264
18890	-1.47207	0	-1.47207	1.47207
18900	-2.186076	0	-2.186076	2.186076
18910	-1.200105	0	-1.200105	1.200105
18920	-1.409695	0	-1.409695	1.409695
18930	-0.9396257	0	-0.9396257	0.9396257
18940	-0.939916	0	-0.939916	0.939916
18950	-0.4245086	0	-0.4245086	0.4245086
18960	-0.3857963	0	-0.3857963	0.3857963
18970	-0.3538145	0	-0.3538145	0.3538145
18980	-0.6477902	0	-0.6477902	0.6477902
18990	-0.810084	0	-0.810084	0.810084
19000	-0.5171348	0	-0.5171348	0.5171348
19010	-0.8175815	0	-0.8175815	0.8175815
19020	-0.9141163	0	-0.9141163	0.9141163
19030	-0.6088428	0	-0.6088428	0.6088428
19040	-0.5267287	0	-0.5267287	0.5267287
19050	-0.9953328	0	-0.9953328	0.9953328
19060	-0.3798892	0	-0.3798892	0.3798892
19070	-0.1376337	0	-0.1376337	0.1376337
19080	-0.1329939	0	-0.1329939	0.1329939
19090	-0.1783357	0	-0.1783357	0.1783357
19100	-0.04908462	0	-0.04908462	0.04908462
19110	-0.104655	0	-0.104655	0.104655
19120	-0.1076029	0	-0.1076029	0.1076029
19130	-0.07678359	0	-0.07678359	0.07678359
19140	-0.07996984	0	-0.07996984	0.07996984
19150	-0.03444608	0	-0.03444608	0.03444608
19160	-0.3832965	0	-0.3832965	0.3832965
19170	-0.6786092	0	-0.6786092	0.6786092
19180	-1.6594	0	-1.6594	1.6594
19190	-1.958474	0	-1.958474	1.958474
19200	-2.904643	0	-2.904643	2.904643
19210	-1.52944	0	-1.52944	1.52944
19220	-0.7612113	0	-0.7612113	0.7612113
19230	-0.8939045	0	-0.8939045	0.8939045
19240	-0.9503024	0	-0.9503024	0.9503024
19250	-0.5508922	0	-0.5508922	0.5508922
