Iteration	Posterior	Likelihood	Prior	a
13740	-0.2835667	0	-0.2835667	0.2835667
13750	-0.2641623	0	-0.2641623	0.2641623
13760	-0.6452103	0	-0.6452103	0.6452103
13770	-0.5432274	0	-0.5432274	0.5432274
13780	-0.2536271	0	-0.2536271	0.2536271
13790	-2.799296	0	-2.799296	2.799296
13800	-0.3058704	0	-0.3058704	0.3058704
13810	-0.1228656	0	-0.1228656	0.1228656
13820	-0.2015928	0	-0.2015928	0.2015928
13830	-1.330207	0	-1.330207	1.330207
13840	-0.6686535	0	-0.6686535	0.6686535
13850	-0.6978124	0	-0.6978124	0.6978124
13860	-0.7917502	0	-0.7917502	0.7917502
13870	-0.5184756	0	-0.5184756	0.5184756
13880	-0.4908805	0	-0.4908805	0.4908805
13890	-0.2606591	0	-0.2606591	0.2606591
13900	-0.1310268	0	-0.1310268	0.1310268
13910	-0.1766932	0	-0.1766932	0.1766932
13920	-0.4450223	0	-0.4450223	0.4450223
13930	-0.1265504	0	-0.1265504	0.1265504
13940	-0.7729546	0	-0.7729546	0.7729546
13950	-0.1441257	0	-0.1441257	0.1441257
13960	-0.8474266	0	-0.8474266	0.8474266
13970	-0.9952152	0	-0.9952152	0.9952152
13980	-1.211995	0	-1.211995	1.211995
13990	-0.2747919	0	-0.2747919	0.2747919
14000	-0.3120607	0	-0.3120607	0.3120607
14010	-0.9115005	0	-0.9115005	0.9115005
14020	-0.9932544	0	-0.9932544	0.9932544
14030	-0.5899299	0	-0.5899299	0.5899299
14040	-1.118577	0	-1.118577	1.118577
14050	-0.870618	0	-0.870618	0.870618
14060	-0.5594233	0	-0.5594233	0.5594233
14070	-1.592408	0	-1.592408	1.592408
14080	-3.526863	0	-3.526863	3.526863
14090	-1.504381	0	-1.504381	1.504381
14100	-0.3918453	0	-0.3918453	0.3918453
14110	-0.3136524	0	-0.3136524	0.3136524
14120	-0.6215542	0	-0.6215542	0.6215542
14130	-0.08181104	0	-0.08181104	0.08181104
14140	-0.0446541	0	-0.0446541	0.0446541
14150	-0.9695071	0	-0.9695071	0.9695071
14160	-0.9814284	0	-0.9814284	0.9814284
14170	-0.5254797	0	-0.5254797	0.5254797
14180	-0.6050738	0	-0.6050738	0.6050738
14190	-0.8009682	0	-0.8009682	0.8009682
14200	-0.6956212	0	-0.6956212	0.6956212
14210	-0.6357741	0	-0.6357741	0.6357741
14220	-1.796642	0	-1.796642	1.796642
14230	-4.483455	0	-4.483455	4.483455
14240	-1.528385	0	-1.528385	1.528385
14250	-1.412382	0	-1.412382	1.412382
14260	-1.831523	0	-1.831523	1.831523
14270	-1.836389	0	-1.836389	1.836389
14280	-2.337143	0	-2.337143	2.337143
14290	-2.90859	0	-2.90859	2.90859
14300	-1.43575	0	-1.43575	1.43575
14310	-2.637032	0	-2.637032	2.637032
14320	-3.414176	0	-3.414176	3.414176
14330	-5.087972	0	-5.087972	5.087972
14340	-3.025299	0	-3.025299	3.025299
14350	-2.274	0	-2.274	2.274
14360	-1.937239	0	-1.937239	1.937239
14370	-2.566988	0	-2.566988	2.566988
14380	-1.266801	0	-1.266801	1.266801
14390	-0.9134414	0	-0.9134414	0.9134414
14400	-1.092419	0	-1.092419	1.092419
14410	-0.2456476	0	-0.2456476	0.2456476
14420	-0.3109484	0	-0.3109484	0.3109484
14430	-2.634628	0	-2.634628	2.634628
14440	-1.08398	0	-1.08398	1.08398
14450	-0.5918197	0	-0.5918197	0.5918197
14460	-0.8030392	0	-0.8030392	0.8030392
14470	-1.267853	0	-1.267853	1.267853
14480	-0.4907163	0	-0.4907163	0.4907163
14490	-0.3851602	0	-0.3851602	0.3851602
14500	-0.2857994	0	-0.2857994	0.2857994
14510	-0.1646548	0	-0.1646548	0.1646548
14520	-0.2607949	0	-0.2607949	0.2607949
14530	-0.1215888	0	-0.1215888	0.1215888
14540	-0.04666431	0	-0.04666431	0.04666431
14550	-0.02013362	0	-0.02013362	0.02013362
14560	-0.01032165	0	-0.01032165	0.01032165
14570	-0.004381611	0	-0.004381611	0.004381611
14580	-0.001157302	0	-0.001157302	0.001157302
14590	-0.0006783632	0	-0.0006783632	0.0006783632
14600	-0.001480079	0	-0.001480079	0.001480079
14610	-0.003522962	0	-0.003522962	0.003522962
14620	-0.003121911	0	-0.003121911	0.003121911
14630	-0.009527139	0	-0.009527139	0.009527139
14640	-0.01597559	0	-0.01597559	0.01597559
14650	-0.02838765	0	-0.02838765	0.02838765
14660	-0.02595169	0	-0.02595169	0.02595169
14670	-0.07322795	0	-0.07322795	0.07322795
14680	-0.01218505	0	-0.01218505	0.01218505
14690	-0.01097913	0	-0.01097913	0.01097913
14700	-0.02518051	0	-0.02518051	0.02518051
14710	-0.1313175	0	-0.1313175	0.1313175
14720	-0.0540417	0	-0.0540417	0.0540417
14730	-0.5204982	0	-0.5204982	0.5204982
14740	-0.1293572	0	-0.1293572	0.1293572
14750	-0.1915284	0	-0.1915284	0.1915284
14760	-0.4635538	0	-0.4635538	0.4635538
14770	-0.1744491	0	-0.1744491	0.1744491
14780	-0.1640737	0	-0.1640737	0.1640737
14790	-0.7730362	0	-0.7730362	0.7730362
14800	-1.121424	0	-1.121424	1.121424
14810	-2.040286	0	-2.040286	2.040286
14820	-2.460379	0	-2.460379	2.460379
14830	-1.041293	0	-1.041293	1.041293
14840	-1.277592	0	-1.277592	1.277592
14850	-0.7401529	0	-0.7401529	0.7401529
14860	-0.4233272	0	-0.4233272	0.4233272
14870	-2.25907	0	-2.25907	2.25907
14880	-1.002577	0	-1.002577	1.002577
14890	-2.314883	0	-2.314883	2.314883
14900	-2.22964	0	-2.22964	2.22964
14910	-0.5262734	0	-0.5262734	0.5262734
14920	-0.8587688	0	-0.8587688	0.8587688
14930	-1.023785	0	-1.023785	1.023785
14940	-1.16122	0	-1.16122	1.16122
14950	-0.5356756	0	-0.5356756	0.5356756
14960	-0.4782115	0	-0.4782115	0.4782115
14970	-0.2077652	0	-0.2077652	0.2077652
14980	-0.2433885	0	-0.2433885	0.2433885
14990	-0.6029975	0	-0.6029975	0.6029975
15000	-0.40429	0	-0.40429	0.40429
15010	-0.8895638	0	-0.8895638	0.8895638
15020	-0.8946979	0	-0.8946979	0.8946979
15030	-0.171268	0	-0.171268	0.171268
15040	-0.09363833	0	-0.09363833	0.09363833
15050	-0.09507075	0	-0.09507075	0.09507075
15060	-0.1256494	0	-0.1256494	0.1256494
15070	-0.2010857	0	-0.2010857	0.2010857
15080	-1.095881	0	-1.095881	1.095881
15090	-1.108967	0	-1.108967	1.108967
15100	-0.9489441	0	-0.9489441	0.9489441
15110	-2.361529	0	-2.361529	2.361529
15120	-0.2952745	0	-0.2952745	0.2952745
15130	-0.2792309	0	-0.2792309	0.2792309
15140	-2.239611	0	-2.239611	2.239611
15150	-3.396106	0	-3.396106	3.396106
15160	-2.801798	0	-2.801798	2.801798
15170	-2.360326	0	-2.360326	2.360326
15180	-3.301441	0	-3.301441	3.301441
15190	-1.87138	0	-1.87138	1.87138
15200	-0.9142746	0	-0.9142746	0.9142746
15210	-1.400057	0	-1.400057	1.400057
15220	-1.178253	0	-1.178253	1.178253
15230	-1.012141	0	-1.012141	1.012141
15240	-1.355595	0	-1.355595	1.355595
15250	-1.870851	0	-1.870851	1.870851
15260	-1.057441	0	-1.057441	1.057441
15270	-0.6571799	0	-0.6571799	0.6571799
15280	-0.5060138	0	-0.5060138	0.5060138
15290	-0.190743	0	-0.190743	0.190743
15300	-0.1050494	0	-0.1050494	0.1050494
15310	-0.6425456	0	-0.6425456	0.6425456
15320	-0.5251539	0	-0.5251539	0.5251539
15330	-0.2464451	0	-0.2464451	0.2464451
15340	-0.240846	0	-0.240846	0.240846
15350	-0.8295212	0	-0.8295212	0.8295212
15360	-1.329829	0	-1.329829	1.329829
15370	-1.054649	0	-1.054649	1.054649
15380	-1.070271	0	-1.070271	1.070271
15390	-1.813723	0	-1.813723	1.813723
15400	-0.5076306	0	-0.5076306	0.5076306
15410	-0.4771955	0	-0.4771955	0.4771955
15420	-0.755748	0	-0.755748	0.755748
15430	-0.2398504	0	-0.2398504	0.2398504
15440	-0.9990606	0	-0.9990606	0.9990606
15450	-0.6501211	0	-0.6501211	0.6501211
15460	-0.3258582	0	-0.3258582	0.3258582
15470	-0.4170468	0	-0.4170468	0.4170468
15480	-1.550631	0	-1.550631	1.550631
15490	-0.5668088	0	-0.5668088	0.5668088
15500	-1.099982	0	-1.099982	1.099982
15510	-1.638112	0	-1.638112	1.638112
15520	-0.5601643	0	-0.5601643	0.5601643
15530	-2.391984	0	-2.391984	2.391984
15540	-0.853437	0	-0.853437	0.853437
15550	-0.7910822	0	-0.7910822	0.7910822
15560	-3.207119	0	-3.207119	3.207119
15570	-1.05792	0	-1.05792	1.05792
15580	-1.329204	0	-1.329204	1.329204
15590	-0.1921427	0	-0.1921427	0.1921427
15600	-0.1591633	0	-0.1591633	0.1591633
15610	-0.06616411	0	-0.06616411	0.06616411
15620	-0.369465	0	-0.369465	0.369465
15630	-0.2527606	0	-0.2527606	0.2527606
15640	-0.2784645	0	-0.2784645	0.2784645
15650	-0.3365938	0	-0.3365938	0.3365938
15660	-1.41329	0	-1.41329	1.41329
15670	-1.636702	0	-1.636702	1.636702
15680	-1.132558	0	-1.132558	1.132558
15690	-0.5870434	0	-0.5870434	0.5870434
15700	-4.949419	0	-4.949419	4.949419
15710	-0.9815471	0	-0.9815471	0.9815471
15720	-0.6914107	0	-0.6914107	0.6914107
15730	-0.2609852	0	-0.2609852	0.2609852
15740	-0.41315	0	-0.41315	0.41315
15750	-0.1390978	0	-0.1390978	0.1390978
15760	-0.2242693	0	-0.2242693	0.2242693
15770	-0.343709	0	-0.343709	0.343709
15780	-1.235474	0	-1.235474	1.235474
15790	-1.203503	0	-1.203503	1.203503
15800	-0.685239	0	-0.685239	0.685239
15810	-4.923452	0	-4.923452	4.923452
15820	-5.208646	0	-5.208646	5.208646
15830	-2.282704	0	-2.282704	2.282704
15840	-1.104829	0	-1.104829	1.104829
15850	-2.303768	0	-2.303768	2.303768
15860	-0.8681286	0	-0.8681286	0.8681286
15870	-0.655813	0	-0.655813	0.655813
15880	-4.561521	0	-4.561521	4.561521
15890	-0.6092616	0	-0.6092616	0.6092616
15900	-1.433852	0	-1.433852	1.433852
15910	-2.147983	0	-2.147983	2.147983
15920	-1.873182	0	-1.873182	1.873182
15930	-0.4393011	0	-0.4393011	0.4393011
15940	-0.690261	0	-0.690261	0.690261
15950	-0.3829391	0	-0.3829391	0.3829391
15960	-1.982509	0	-1.982509	1.982509
15970	-0.9902581	0	-0.9902581	0.9902581
15980	-1.076401	0	-1.076401	1.076401
15990	-0.3989462	0	-0.3989462	0.3989462
16000	-1.659985	0	-1.659985	1.659985
16010	-0.959043	0	-0.959043	0.959043
16020	-0.6356379	0	-0.6356379	0.6356379
16030	-0.8607138	0	-0.8607138	0.8607138
16040	-0.1893149	0	-0.1893149	0.1893149
16050	-0.3990771	0	-0.3990771	0.3990771
16060	-0.2034162	0	-0.2034162	0.2034162
16070	-1.857974	0	-1.857974	1.857974
16080	-0.8669832	0	-0.8669832	0.8669832
16090	-0.6138651	0	-0.6138651	0.6138651
16100	-0.6333785	0	-0.6333785	0.6333785
16110	-1.597269	0	-1.597269	1.597269
16120	-1.153242	0	-1.153242	1.153242
16130	-1.030833	0	-1.030833	1.030833
16140	-0.3061389	0	-0.3061389	0.3061389
16150	-1.771514	0	-1.771514	1.771514
16160	-1.480746	0	-1.480746	1.480746
16170	-0.8906895	0	-0.8906895	0.8906895
16180	-1.91688	0	-1.91688	1.91688
16190	-0.8742767	0	-0.8742767	0.8742767
16200	-1.624552	0	-1.624552	1.624552
16210	-1.693241	0	-1.693241	1.693241
16220	-1.634364	0	-1.634364	1.634364
16230	-0.5823709	0	-0.5823709	0.5823709
16240	-0.9631242	0	-0.9631242	0.9631242
16250	-0.5888508	0	-0.5888508	0.5888508
16260	-0.4966274	0	-0.4966274	0.4966274
16270	-0.9720645	0	-0.9720645	0.9720645
16280	-2.967385	0	-2.967385	2.967385
16290	-1.39247	0	-1.39247	1.39247
16300	-0.8620927	0	-0.8620927	0.8620927
16310	-0.5685621	0	-0.5685621	0.5685621
16320	-0.7918569	0	-0.7918569	0.7918569
16330	-3.424012	0	-3.424012	3.424012
16340	-1.362975	0	-1.362975	1.362975
16350	-2.071526	0	-2.071526	2.071526
16360	-1.848105	0	-1.848105	1.848105
16370	-3.37381	0	-3.37381	3.37381
16380	-1.082741	0	-1.082741	1.082741
16390	-2.154725	0	-2.154725	2.154725
16400	-1.122154	0	-1.122154	1.122154
16410	-0.2727425	0	-0.2727425	0.2727425
16420	-0.7774599	0	-0.7774599	0.7774599
16430	-0.1539965	0	-0.1539965	0.1539965
16440	-0.2234764	0	-0.2234764	0.2234764
16450	-0.4715848	0	-0.4715848	0.4715848
16460	-0.7355671	0	-0.7355671	0.7355671
16470	-0.985983	0	-0.985983	0.985983
16480	-1.504571	0	-1.504571	1.504571
16490	-0.1585166	0	-0.1585166	0.1585166
16500	-0.8365792	0	-0.8365792	0.8365792
16510	-0.7881924	0	-0.7881924	0.7881924
16520	-0.8370186	0	-0.8370186	0.8370186
16530	-4.595308	0	-4.595308	4.595308
16540	-2.613897	0	-2.613897	2.613897
16550	-1.735501	0	-1.735501	1.735501
16560	-0.8799099	0	-0.8799099	0.8799099
16570	-1.758715	0	-1.758715	1.758715
16580	-3.085435	0	-3.085435	3.085435
16590	-0.6716808	0	-0.6716808	0.6716808
16600	-0.4783263	0	-0.4783263	0.4783263
16610	-0.2056868	0	-0.2056868	0.2056868
16620	-0.6717645	0	-0.6717645	0.6717645
16630	-1.030345	0	-1.030345	1.030345
16640	-0.4986998	0	-0.4986998	0.4986998
16650	-1.731159	0	-1.731159	1.731159
16660	-2.768888	0	-2.768888	2.768888
16670	-3.126241	0	-3.126241	3.126241
16680	-1.356629	0	-1.356629	1.356629
16690	-1.589096	0	-1.589096	1.589096
16700	-1.149303	0	-1.149303	1.149303
16710	-1.99551	0	-1.99551	1.99551
16720	-1.036692	0	-1.036692	1.036692
16730	-0.4139907	0	-0.4139907	0.4139907
16740	-0.1966025	0	-0.1966025	0.1966025
16750	-0.2788125	0	-0.2788125	0.2788125
16760	-0.2433384	0	-0.2433384	0.2433384
16770	-0.5066133	0	-0.5066133	0.5066133
16780	-0.3023477	0	-0.3023477	0.3023477
16790	-0.9664945	0	-0.9664945	0.9664945
16800	-0.602744	0	-0.602744	0.602744
16810	-0.8906681	0	-0.8906681	0.8906681
16820	-0.911193	0	-0.911193	0.911193
16830	-1.005891	0	-1.005891	1.005891
16840	-1.244687	0	-1.244687	1.244687
16850	-1.402503	0	-1.402503	1.402503
16860	-0.9524922	0	-0.9524922	0.9524922
16870	-0.7323729	0	-0.7323729	0.7323729
16880	-1.210276	0	-1.210276	1.210276
16890	-3.356913	0	-3.356913	3.356913
16900	-2.626138	0	-2.626138	2.626138
16910	-2.364764	0	-2.364764	2.364764
16920	-0.9751335	0	-0.9751335	0.9751335
16930	-0.6277487	0	-0.6277487	0.6277487
16940	-0.5564488	0	-0.5564488	0.5564488
16950	-0.1934255	0	-0.1934255	0.1934255
16960	-0.5988343	0	-0.5988343	0.5988343
16970	-1.604174	0	-1.604174	1.604174
16980	-1.7685	0	-1.7685	1.7685
16990	-1.231468	0	-1.231468	1.231468
17000	-2.26702	0	-2.26702	2.26702
17010	-1.500684	0	-1.500684	1.500684
17020	-2.234668	0	-2.234668	2.234668
17030	-3.992938	0	-3.992938	3.992938
17040	-2.777897	0	-2.777897	2.777897
17050	-0.7888126	0	-0.7888126	0.7888126
17060	-0.6671715	0	-0.6671715	0.6671715
17070	-0.576041	0	-0.576041	0.576041
17080	-0.7861134	0	-0.7861134	0.7861134
17090	-0.9048169	0	-0.9048169	0.9048169
17100	-0.7070194	0	-0.7070194	0.7070194
17110	-0.3481976	0	-0.3481976	0.3481976
17120	-0.6699877	0	-0.6699877	0.6699877
17130	-0.3545147	0	-0.3545147	0.3545147
17140	-0.1772354	0	-0.1772354	0.1772354
17150	-0.3048028	0	-0.3048028	0.3048028
17160	-0.9107652	0	-0.9107652	0.9107652
17170	-1.934333	0	-1.934333	1.934333
17180	-0.684952	0	-0.684952	0.684952
17190	-0.903698	0	-0.903698	0.903698
17200	-1.095352	0	-1.095352	1.095352
17210	-1.892102	0	-1.892102	1.892102
17220	-1.533062	0	-1.533062	1.533062
17230	-3.515159	0	-3.515159	3.515159
17240	-1.788461	0	-1.788461	1.788461
17250	-3.121755	0	-3.121755	3.121755
17260	-1.035155	0	-1.035155	1.035155
17270	-2.179307	0	-2.179307	2.179307
17280	-0.9932164	0	-0.9932164	0.9932164
17290	-2.329605	0	-2.329605	2.329605
17300	-1.837071	0	-1.837071	1.837071
17310	-0.6408346	0	-0.6408346	0.6408346
17320	-0.2162521	0	-0.2162521	0.2162521
17330	-0.162054	0	-0.162054	0.162054
17340	-0.1316822	0	-0.1316822	0.1316822
17350	-0.1831985	0	-0.1831985	0.1831985
17360	-0.1926709	0	-0.1926709	0.1926709
17370	-0.1617661	0	-0.1617661	0.1617661
17380	-0.2433135	0	-0.2433135	0.2433135
17390	-0.1543828	0	-0.1543828	0.1543828
17400	-0.3450215	0	-0.3450215	0.3450215
17410	-0.2746186	0	-0.2746186	0.2746186
17420	-0.2687746	0	-0.2687746	0.2687746
17430	-0.5742104	0	-0.5742104	0.5742104
17440	-0.6405027	0	-0.6405027	0.6405027
17450	-0.7036911	0	-0.7036911	0.7036911
17460	-0.5046206	0	-0.5046206	0.5046206
17470	-2.102537	0	-2.102537	2.102537
17480	-2.499103	0	-2.499103	2.499103
17490	-1.542495	0	-1.542495	1.542495
17500	-1.609478	0	-1.609478	1.609478
17510	-0.8923318	0	-0.8923318	0.8923318
17520	-1.188061	0	-1.188061	1.188061
17530	-2.441214	0	-2.441214	2.441214
17540	-1.544474	0	-1.544474	1.544474
17550	-0.4977736	0	-0.4977736	0.4977736
17560	-0.220716	0	-0.220716	0.220716
17570	-0.2721873	0	-0.2721873	0.2721873
17580	-0.7185604	0	-0.7185604	0.7185604
17590	-0.7708461	0	-0.7708461	0.7708461
17600	-1.548688	0	-1.548688	1.548688
17610	-1.366063	0	-1.366063	1.366063
17620	-1.116629	0	-1.116629	1.116629
17630	-0.4284099	0	-0.4284099	0.4284099
17640	-0.6218635	0	-0.6218635	0.6218635
17650	-0.6535704	0	-0.6535704	0.6535704
17660	-0.6211367	0	-0.6211367	0.6211367
17670	-2.524486	0	-2.524486	2.524486
17680	-0.7288311	0	-0.7288311	0.7288311
17690	-0.7725258	0	-0.7725258	0.7725258
17700	-1.014195	0	-1.014195	1.014195
17710	-0.4061245	0	-0.4061245	0.4061245
17720	-0.5728776	0	-0.5728776	0.5728776
17730	-0.2627679	0	-0.2627679	0.2627679
17740	-1.764643	0	-1.764643	1.764643
17750	-1.693715	0	-1.693715	1.693715
17760	-1.266879	0	-1.266879	1.266879
17770	-1.546004	0	-1.546004	1.546004
17780	-0.6566528	0	-0.6566528	0.6566528
17790	-0.2794696	0	-0.2794696	0.2794696
17800	-0.5580779	0	-0.5580779	0.5580779
17810	-0.230195	0	-0.230195	0.230195
17820	-0.3476632	0	-0.3476632	0.3476632
17830	-0.1593042	0	-0.1593042	0.1593042
17840	-0.2841187	0	-0.2841187	0.2841187
17850	-0.2627435	0	-0.2627435	0.2627435
17860	-0.4810703	0	-0.4810703	0.4810703
17870	-0.3864944	0	-0.3864944	0.3864944
17880	-1.77837	0	-1.77837	1.77837
17890	-1.67823	0	-1.67823	1.67823
17900	-1.62241	0	-1.62241	1.62241
17910	-1.014009	0	-1.014009	1.014009
17920	-0.7972455	0	-0.7972455	0.7972455
17930	-1.488384	0	-1.488384	1.488384
17940	-0.2788458	0	-0.2788458	0.2788458
17950	-0.1264065	0	-0.1264065	0.1264065
17960	-0.02848491	0	-0.02848491	0.02848491
17970	-0.04633252	0	-0.04633252	0.04633252
17980	-0.03469853	0	-0.03469853	0.03469853
17990	-0.01550048	0	-0.01550048	0.01550048
18000	-0.02086068	0	-0.02086068	0.02086068
18010	-0.02524387	0	-0.02524387	0.02524387
18020	-0.03860586	0	-0.03860586	0.03860586
18030	-0.02737198	0	-0.02737198	0.02737198
18040	-0.0825314	0	-0.0825314	0.0825314
18050	-0.1586128	0	-0.1586128	0.1586128
18060	-0.1976428	0	-0.1976428	0.1976428
18070	-0.7191869	0	-0.7191869	0.7191869
18080	-0.4189773	0	-0.4189773	0.4189773
18090	-0.7121147	0	-0.7121147	0.7121147
18100	-3.251494	0	-3.251494	3.251494
18110	-1.530896	0	-1.530896	1.530896
18120	-0.185539	0	-0.185539	0.185539
18130	-0.1812345	0	-0.1812345	0.1812345
18140	-1.277574	0	-1.277574	1.277574
18150	-0.5511591	0	-0.5511591	0.5511591
18160	-1.680177	0	-1.680177	1.680177
18170	-1.365241	0	-1.365241	1.365241
18180	-1.193233	0	-1.193233	1.193233
18190	-0.8961167	0	-0.8961167	0.8961167
18200	-1.835913	0	-1.835913	1.835913
18210	-0.477824	0	-0.477824	0.477824
18220	-1.714692	0	-1.714692	1.714692
18230	-1.53606	0	-1.53606	1.53606
18240	-0.8970714	0	-0.8970714	0.8970714
18250	-1.542375	0	-1.542375	1.542375
18260	-1.261129	0	-1.261129	1.261129
18270	-0.3700015	0	-0.3700015	0.3700015
18280	-0.7682251	0	-0.7682251	0.7682251
18290	-1.169735	0	-1.169735	1.169735
18300	-1.163402	0	-1.163402	1.163402
18310	-0.5379512	0	-0.5379512	0.5379512
18320	-0.4953406	0	-0.4953406	0.4953406
18330	-0.6299398	0	-0.6299398	0.6299398
18340	-1.726043	0	-1.726043	1.726043
18350	-0.9399005	0	-0.9399005	0.9399005
18360	-1.724522	0	-1.724522	1.724522
18370	-0.5486512	0	-0.5486512	0.5486512
18380	-0.4770947	0	-0.4770947	0.4770947
18390	-0.9096062	0	-0.9096062	0.9096062
18400	-1.372291	0	-1.372291	1.372291
18410	-1.756224	0	-1.756224	1.756224
18420	-0.8935647	0	-0.8935647	0.8935647
18430	-0.5876538	0	-0.5876538	0.5876538
18440	-0.1609399	0	-0.1609399	0.1609399
18450	-0.08056286	0	-0.08056286	0.08056286
18460	-0.1660311	0	-0.1660311	0.1660311
18470	-0.4089681	0	-0.4089681	0.4089681
18480	-1.205959	0	-1.205959	1.205959
18490	-0.7947698	0	-0.7947698	0.7947698
18500	-2.236385	0	-2.236385	2.236385
18510	-0.7557297	0	-0.7557297	0.7557297
18520	-0.9463675	0	-0.9463675	0.9463675
18530	-1.672792	0	-1.672792	1.672792
18540	-3.464965	0	-3.464965	3.464965
18550	-3.622703	0	-3.622703	3.622703
18560	-1.17253	0	-1.17253	1.17253
18570	-1.158631	0	-1.158631	1.158631
18580	-1.534138	0	-1.534138	1.534138
18590	-0.6793217	0	-0.6793217	0.6793217
18600	-1.751525	0	-1.751525	1.751525
18610	-2.377426	0	-2.377426	2.377426
18620	-1.590002	0	-1.590002	1.590002
18630	-0.5109748	0	-0.5109748	0.5109748
18640	-0.5243061	0	-0.5243061	0.5243061
18650	-0.3502823	0	-0.3502823	0.3502823
18660	-0.2121417	0	-0.2121417	0.2121417
18670	-0.1106062	0	-0.1106062	0.1106062
18680	-0.08980514	0	-0.08980514	0.08980514
18690	-0.1563669	0	-0.1563669	0.1563669
18700	-0.639814	0	-0.639814	0.639814
18710	-0.8377807	0	-0.8377807	0.8377807
18720	-1.655933	0	-1.655933	1.655933
18730	-0.6995667	0	-0.6995667	0.6995667
18740	-2.237009	0	-2.237009	2.237009
18750	-1.351743	0	-1.351743	1.351743
18760	-1.979102	0	-1.979102	1.979102
18770	-1.024397	0	-1.024397	1.024397
18780	-0.7749507	0	-0.7749507	0.7749507
18790	-0.3455669	0	-0.3455669	0.3455669
18800	-0.5971566	0	-0.5971566	0.5971566
18810	-0.6244106	0	-0.6244106	0.6244106
18820	-0.2832848	0	-0.2832848	0.2832848
18830	-0.5599985	0	-0.5599985	0.5599985
18840	-0.4050938	0	-0.4050938	0.4050938
18850	-1.401128	0	-1.401128	1.401128
18860	-1.608122	0	-1.608122	1.608122
18870	-1.283774	0	-1.283774	1.283774
18880	-1.969183	0	-1.969183	1.969183
18890	-1.911104	0	-1.911104	1.911104
18900	-3.474447	0	-3.474447	3.474447
18910	-1.08117	0	-1.08117	1.08117
18920	-0.424913	0	-0.424913	0.424913
18930	-0.8204438	0	-0.8204438	0.8204438
18940	-1.113704	0	-1.113704	1.113704
18950	-0.2488253	0	-0.2488253	0.2488253
18960	-0.5091214	0	-0.5091214	0.5091214
18970	-1.285555	0	-1.285555	1.285555
18980	-0.2103645	0	-0.2103645	0.2103645
18990	-0.1421795	0	-0.1421795	0.1421795
19000	-0.4122495	0	-0.4122495	0.4122495
19010	-0.1906375	0	-0.1906375	0.1906375
19020	-0.03683132	0	-0.03683132	0.03683132
19030	-2.20453	0	-2.20453	2.20453
19040	-0.733906	0	-0.733906	0.733906
19050	-0.4411084	0	-0.4411084	0.4411084
19060	-0.2049241	0	-0.2049241	0.2049241
19070	-0.4878263	0	-0.4878263	0.4878263
19080	-0.7817626	0	-0.7817626	0.7817626
19090	-5.198078	0	-5.198078	5.198078
19100	-0.09134666	0	-0.09134666	0.09134666
19110	-0.07973646	0	-0.07973646	0.07973646
19120	-0.110193	0	-0.110193	0.110193
19130	-0.02445089	0	-0.02445089	0.02445089
19140	-0.2640011	0	-0.2640011	0.2640011
19150	-0.4729059	0	-0.4729059	0.4729059
19160	-0.5356359	0	-0.5356359	0.5356359
19170	-0.5255866	0	-0.5255866	0.5255866
19180	-0.3176241	0	-0.3176241	0.3176241
19190	-0.01741425	0	-0.01741425	0.01741425
19200	-0.08047675	0	-0.08047675	0.08047675
19210	-0.01491908	0	-0.01491908	0.01491908
19220	-0.8465268	0	-0.8465268	0.8465268
19230	-1.253447	0	-1.253447	1.253447
19240	-1.462978	0	-1.462978	1.462978
19250	-0.1139647	0	-0.1139647	0.1139647
19260	-0.1046758	0	-0.1046758	0.1046758
19270	-0.1361579	0	-0.1361579	0.1361579
19280	-0.1318191	0	-0.1318191	0.1318191
19290	-0.1196333	0	-0.1196333	0.1196333
19300	-0.1360931	0	-0.1360931	0.1360931
19310	-0.4102481	0	-0.4102481	0.4102481
19320	-0.2486833	0	-0.2486833	0.2486833
19330	-0.374179	0	-0.374179	0.374179
19340	-0.8080112	0	-0.8080112	0.8080112
19350	-1.266798	0	-1.266798	1.266798
19360	-1.303688	0	-1.303688	1.303688
19370	-1.178818	0	-1.178818	1.178818
19380	-0.6334178	0	-0.6334178	0.6334178
19390	-0.8423831	0	-0.8423831	0.8423831
19400	-5.07004	0	-5.07004	5.07004
19410	-0.8882511	0	-0.8882511	0.8882511
19420	-1.691479	0	-1.691479	1.691479
19430	-0.2862926	0	-0.2862926	0.2862926
19440	-1.3822	0	-1.3822	1.3822
19450	-1.408304	0	-1.408304	1.408304
19460	-2.489544	0	-2.489544	2.489544
19470	-2.867097	0	-2.867097	2.867097
19480	-0.5762663	0	-0.5762663	0.5762663
19490	-0.4518262	0	-0.4518262	0.4518262
19500	-2.052459	0	-2.052459	2.052459
19510	-1.076319	0	-1.076319	1.076319
19520	-0.4704541	0	-0.4704541	0.4704541
19530	-0.7571841	0	-0.7571841	0.7571841
19540	-0.678009	0	-0.678009	0.678009
19550	-0.1447564	0	-0.1447564	0.1447564
19560	-0.2609992	0	-0.2609992	0.2609992
19570	-0.3842527	0	-0.3842527	0.3842527
19580	-0.4053726	0	-0.4053726	0.4053726
19590	-0.3472496	0	-0.3472496	0.3472496
19600	-1.016641	0	-1.016641	1.016641
19610	-2.359986	0	-2.359986	2.359986
19620	-1.880422	0	-1.880422	1.880422
